time,S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,q_ad,T,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
287,85.75279957,13.51395067,4.781328671,0.104965862,0.17279815,0.381799694,1.87755048,0,0,0,0.023342151,-52.64781848,0,552.4345435,87.05923548,30.80215614,0,0,0,0,0,0,0,-333.5241791,0,0,109.05,317.65,0,0,0,0,0,0,0,0,0,0,0,0
288,85.7242939,13.50504511,4.769719578,0.105132914,0.173386424,0.383181271,1.87473982,0,0,0,0.023279294,-52.64714898,0,552.4333048,87.03059964,30.7375171,0,0,0,0,0,0,0,-333.6357906,0,0,106.2,317.85,0,0,0,0,0,0,0,0,0,0,0,0
289,85.19453945,13.42178189,4.853228021,0.102975588,0.168608219,0.370137462,1.877171109,0,0,0,0.023851337,-52.3564466,0,554.6351962,87.37875314,31.59558221,0,0,0,0,0,0,0,-335.1516232,0,0,120.57,317.75,0,0,0,0,0,0,0,0,0,0,0,0
290,82.99943915,12.92743725,4.56643713,0.109346711,0.1818182,0.399235687,1.808629185,0,0,0,0.022734156,-51.21097528,0,550.0539141,85.67271698,30.26269386,0,0,0,0,0,0,0,-333.7540916,0,0,106.49,317.55,0,0,0,0,0,0,0,0,0,0,0,0
291,82.62346404,12.89439231,4.692664225,0.102141381,0.167011521,0.366434979,1.822271026,0,0,0,0.023584222,-50.79558885,0,551.2991052,86.0369028,31.31146362,0,0,0,0,0,0,0,-333.2487296,0,0,120.83,317.5,0,0,0,0,0,0,0,0,0,0,0,0
292,71.17008982,10.34968915,2.831279706,0.075172741,0.116749173,0.319580031,1.36457018,0,0,0,0.015873537,-41.22441733,0,471.8921718,68.6234527,18.77275598,0,0,0,0,0,0,0,-269.2543065,0,0,194.87,317.2,0,0,0,0,0,0,0,0,0,0,0,0
293,72.82793716,10.72246385,3.110027155,0.079101929,0.123971819,0.325758052,1.435455994,0,0,0,0.017074103,-42.57129598,0,483.5225955,71.18907594,20.64823556,0,0,0,0,0,0,0,-278.3193335,0,0,237.84,317.35,0,0,0,0,0,0,0,0,0,0,0,0
294,73.71118606,10.92702653,3.28657267,0.081635057,0.12833219,0.32906028,1.476813029,0,0,0,0.01785679,-43.3273135,0,490.5651336,72.72190985,21.87290759,0,0,0,0,0,0,0,-283.8832081,0,0,196.5,317.3,0,0,0,0,0,0,0,0,0,0,0,0
295,71.92678473,10.53136048,2.999637489,0.07668716,0.119101453,0.319196496,1.404059017,0,0,0,0.016651334,-41.8477064,0,478.1896731,70.01547256,19.94244113,0,0,0,0,0,0,0,-273.9950955,0,0,212.34,317.4,0,0,0,0,0,0,0,0,0,0,0,0
296,74.02121343,10.97634417,3.272905109,0.084662708,0.134438175,0.341392811,1.479285963,0,0,0,0.017699536,-43.62424073,0,491.5202807,72.88580556,21.73294875,0,0,0,0,0,0,0,-285.1956674,0,0,197.59,317.3,0,0,0,0,0,0,0,0,0,0,0,0
297,82.60013965,12.8781125,4.65967595,0.105823274,0.173756807,0.38014191,1.818321758,0,0,0,0.023379409,-50.87772499,0,551.1006667,85.92160271,31.08893682,0,0,0,0,0,0,0,-333.7697428,0,0,110.29,317.45,0,0,0,0,0,0,0,0,0,0,0,0
298,81.5565909,12.69982801,4.62123989,0.088945542,0.141652285,0.319328231,1.807277808,0,0,0,0.023628162,-49.54134948,0,544.4755653,84.78463797,30.85161081,0,0,0,0,0,0,0,-325.168414,0,0,98.41,317.45,0,0,0,0,0,0,0,0,0,0,0,0
299,73.39264321,10.98576217,3.589282462,0.054438343,0.075889651,0.219710792,1.526172046,0,0,0,0.019884006,-42.35364966,0,492.2405113,73.68091614,24.07312446,0,0,0,0,0,0,0,-279.5173412,0,0,150.29,317.25,0,0,0,0,0,0,0,0,0,0,0,0
300,76.21525919,11.48192578,3.678279898,0.086473321,0.137574899,0.336448718,1.57653519,0,0,0,0.019491693,-45.35064184,0,507.2656308,76.42021277,24.4815145,0,0,0,0,0,0,0,-297.0355596,0,0,173.75,317.15,0,0,0,0,0,0,0,0,0,0,0,0
301,76.28041959,11.47887796,3.639488277,0.090595869,0.145362316,0.352426244,1.572240952,0,0,0,0.019234796,-45.5071645,0,507.2391265,76.3306765,24.20137257,0,0,0,0,0,0,0,-297.8046924,0,0,185.28,317.15,0,0,0,0,0,0,0,0,0,0,0,0
302,76.63749167,11.57455054,3.75206794,0.088459422,0.141290298,0.341534857,1.591782509,0,0,0,0.019781231,-45.74894046,0,510.5426533,77.10719149,24.99547779,0,0,0,0,0,0,0,-299.9032052,0,0,182.68,317.3,0,0,0,0,0,0,0,0,0,0,0,0
303,76.277469,11.48266097,3.651910256,0.089408711,0.143192943,0.347968461,1.573032908,0,0,0,0.019306921,-45.47657472,0,507.3132696,76.36994717,24.28846364,0,0,0,0,0,0,0,-297.6578292,0,0,184.1,317.25,0,0,0,0,0,0,0,0,0,0,0,0
304,82.17731798,12.78407936,4.587683204,0.106209623,0.174026987,0.382282658,1.807363359,0,0,0,0.023109816,-50.53565165,0,548.3459212,85.3045335,30.61230805,0,0,0,0,0,0,0,-331.5665573,0,0,130.45,317.25,0,0,0,0,0,0,0,0,0,0,0,0
305,81.89993494,12.7303668,4.574870163,0.106030247,0.173128502,0.38048135,1.80450757,0,0,0,0.023122316,-50.32255518,0,547.4012813,85.08699184,30.57743319,0,0,0,0,0,0,0,-330.7055329,0,0,140.71,317.1,0,0,0,0,0,0,0,0,0,0,0,0
306,76.25775318,11.46483876,3.608543687,0.093213971,0.150031235,0.362075273,1.5710288,0,0,0,0.019071828,-45.54740889,0,506.9197458,76.21196415,23.98762057,0,0,0,0,0,0,0,-297.9690657,0,0,190.73,317.1,0,0,0,0,0,0,0,0,0,0,0,0
307,74.61380461,11.10194877,3.349804112,0.088201064,0.140790546,0.3513522,1.50438453,0,0,0,0.018004606,-44.15783691,0,495.5483616,73.73370854,22.24775895,0,0,0,0,0,0,0,-288.703111,0,0,220.45,316.8,0,0,0,0,0,0,0,0,0,0,0,0
308,76.28611975,11.47642776,3.629657692,0.092224176,0.148160851,0.357913941,1.573957641,0,0,0,0.01918547,-45.54795022,0,507.3308811,76.32248468,24.13856467,0,0,0,0,0,0,0,-298.0977346,0,0,191.07,316.8,0,0,0,0,0,0,0,0,0,0,0,0
309,76.30630617,11.48438225,3.644096374,0.091352031,0.146599423,0.354569016,1.574990228,0,0,0,0.019258716,-45.54606907,0,507.5740806,76.39178274,24.23979038,0,0,0,0,0,0,0,-298.1485214,0,0,188.51,317.1,0,0,0,0,0,0,0,0,0,0,0,0
310,74.42993667,11.08713526,3.400262242,0.082328461,0.129840648,0.329030854,1.504286319,0,0,0,0.018331709,-43.88798855,0,495.2388819,73.77112916,22.62452645,0,0,0,0,0,0,0,-287.4608683,0,0,140.9,317.35,0,0,0,0,0,0,0,0,0,0,0,0
311,82.59434647,12.89551766,4.719556331,0.101524551,0.165601666,0.362797851,1.825525838,0,0,0,0.023744435,-50.77452903,0,551.864567,86.16303139,31.53431224,0,0,0,0,0,0,0,-333.5597392,0,0,124.34,317.15,0,0,0,0,0,0,0,0,0,0,0,0
312,82.44461908,12.87572063,4.738983361,0.098696226,0.160046005,0.351416798,1.82711956,0,0,0,0.023920528,-50.58789906,0,551.5292044,86.13462022,31.70234458,0,0,0,0,0,0,0,-332.7216483,0,0,124.93,316.95,0,0,0,0,0,0,0,0,0,0,0,0
313,76.2663677,11.47085744,3.615944334,0.089639768,0.144049003,0.350846846,1.565797539,0,0,0,0.019100882,-45.46178159,0,506.3857411,76.16304301,24.00878272,0,0,0,0,0,0,0,-297.0788711,0,0,176.96,316.8,0,0,0,0,0,0,0,0,0,0,0,0
314,75.17967565,11.24742953,3.50253976,0.085137067,0.135199526,0.336612252,1.531458424,0,0,0,0.018725373,-44.53194596,0,500.1288517,74.82293538,23.30046217,0,0,0,0,0,0,0,-291.591148,0,0,203.04,316.8,0,0,0,0,0,0,0,0,0,0,0,0
315,73.37628344,10.95187181,3.495233218,0.059527106,0.085960877,0.241926685,1.509925745,0,0,0,0.019301997,-42.4630489,0,490.7263488,73.24399401,23.37544169,0,0,0,0,0,0,0,-279.4799325,0,0,144.184,316.8,0,0,0,0,0,0,0,0,0,0,0,0
316,74.53518579,11.0998715,3.383046457,0.083977953,0.133143535,0.335954835,1.503186031,0,0,0,0.018203797,-44.00265155,0,495.3613563,73.76982219,22.48374997,0,0,0,0,0,0,0,-287.8844675,0,0,213.29,316.95,0,0,0,0,0,0,0,0,0,0,0,0
317,76.44579924,11.51519961,3.656286782,0.089228249,0.142907594,0.347623087,1.575058855,0,0,0,0.019294028,-45.58056864,0,507.662582,76.47033616,24.28073232,0,0,0,0,0,0,0,-297.89106,0,0,182.82,316.8,0,0,0,0,0,0,0,0,0,0,0,0
318,82.99827156,12.96706799,4.697068482,0.102921074,0.167764182,0.368469966,1.829865034,0,0,0,0.023532928,-51.04151523,0,551.9982109,86.24033003,31.23888425,0,0,0,0,0,0,0,-333.7745921,0,0,130.6,316.55,0,0,0,0,0,0,0,0,0,0,0,0
319,83.00643189,12.97082609,4.714668812,0.103711974,0.169195153,0.370547242,1.831603076,0,0,0,0.023613789,-51.09305082,0,552.7045087,86.36721156,31.39297341,0,0,0,0,0,0,0,-334.5025356,0,0,133.45,316.5,0,0,0,0,0,0,0,0,0,0,0,0
320,73.98703186,11.07067429,3.558668883,0.065880128,0.097503958,0.262297235,1.526861087,0,0,0,0.01946871,-43.11016032,0,494.9467045,74.05884005,23.80621836,0,0,0,0,0,0,0,-283.8071484,0,0,147.36,316.55,0,0,0,0,0,0,0,0,0,0,0,0
321,74.85410382,11.16745049,3.432353377,0.086505849,0.137535758,0.342982539,1.514620849,0,0,0,0.018386765,-44.32227827,0,497.8053531,74.26735941,22.8263221,0,0,0,0,0,0,0,-290.1525308,0,0,215.23,316.6,0,0,0,0,0,0,0,0,0,0,0,0
322,74.50369979,11.09105175,3.377053533,0.084998333,0.134724996,0.339121799,1.501082309,0,0,0,0.018165636,-44.00906871,0,495.2795262,73.73017542,22.44969684,0,0,0,0,0,0,0,-288.0044976,0,0,207.21,316.725,0,0,0,0,0,0,0,0,0,0,0,0
323,76.39644273,11.45262815,3.480950928,0.096135356,0.156822905,0.379595655,1.546923644,0,0,0,0.018291799,-45.68068466,0,504.3930328,75.61380662,22.98231871,0,0,0,0,0,0,0,-296.8838212,0,0,164.14,316.6,0,0,0,0,0,0,0,0,0,0,0,0
324,75.64776726,11.32689821,3.502804895,0.090343167,0.144973578,0.355634123,1.537867979,0,0,0,0.018591367,-45.00815449,0,502.1304023,75.185034,23.25071704,0,0,0,0,0,0,0,-294.0666279,0,0,158.01,316.66,0,0,0,0,0,0,0,0,0,0,0,0
325,83.33250505,13.01634365,4.676231519,0.109045173,0.179595277,0.391984631,1.829297084,0,0,0,0.02326968,-51.4699165,0,553.3508528,86.43211737,31.05146902,0,0,0,0,0,0,0,-336.0694845,0,0,118.19,316.495,0,0,0,0,0,0,0,0,0,0,0,0
326,83.15083956,13.0027788,4.75408309,0.106075699,0.173331422,0.377202967,1.837608026,0,0,0,0.023764425,-51.30391725,0,554.567775,86.72097773,31.70697127,0,0,0,0,0,0,0,-336.4237001,0,0,131.97,316.55,0,0,0,0,0,0,0,0,0,0,0,0
327,75.7226511,11.40181189,3.694383003,0.081205163,0.126859297,0.315169775,1.570385595,0,0,0,0.019719006,-44.85518636,0,505.4598064,76.10876725,24.6605486,0,0,0,0,0,0,0,-294.638668,0,0,168.87,316.795,0,0,0,0,0,0,0,0,0,0,0,0
328,73.92967645,10.98526436,3.344499437,0.079455929,0.124056312,0.319451331,1.488406411,0,0,0,0.018148362,-43.4247103,0,492.0164087,73.10907582,22.25829573,0,0,0,0,0,0,0,-284.5019529,0,0,197,316.55,0,0,0,0,0,0,0,0,0,0,0,0
329,76.19490075,11.47043706,3.661677203,0.088499286,0.141159795,0.343808377,1.570983596,0,0,0,0.019371786,-45.39849493,0,507.1239332,76.34281428,24.37071414,0,0,0,0,0,0,0,-297.3595167,0,0,177.51,316.45,0,0,0,0,0,0,0,0,0,0,0,0
330,74.57273698,11.10960745,3.398422483,0.084726874,0.134163041,0.337431932,1.505489509,0,0,0,0.018271857,-44.05723897,0,495.933176,73.88253574,22.60062489,0,0,0,0,0,0,0,-288.4253003,0,0,208.62,316.6,0,0,0,0,0,0,0,0,0,0,0,0
331,75.36118687,11.30416514,3.601820358,0.085881736,0.135595116,0.334257451,1.547595193,0,0,0,0.019219214,-44.73230384,0,503.2048976,75.48064855,24.05022691,0,0,0,0,0,0,0,-293.9635456,0,0,155.55,316.7,0,0,0,0,0,0,0,0,0,0,0,0
332,83.17341728,13.0018579,4.737296134,0.107035957,0.175362167,0.381629716,1.835223006,0,0,0,0.023654973,-51.34366782,0,554.3700364,86.66038586,31.57517289,0,0,0,0,0,0,0,-336.480555,0,0,124.76,316.55,0,0,0,0,0,0,0,0,0,0,0,0
333,83.04762191,12.98341691,4.746443993,0.104811263,0.171059991,0.373008926,1.83554536,0,0,0,0.023760751,-51.1870728,0,553.9221611,86.59853456,31.65846841,0,0,0,0,0,0,0,-335.6824786,0,0,122.19,316.3,0,0,0,0,0,0,0,0,0,0,0,0
334,76.34208033,11.50203941,3.681384735,0.08894914,0.141981226,0.344889119,1.576284688,0,0,0,0.019447737,-45.52076689,0,508.0403991,76.5436397,24.49883684,0,0,0,0,0,0,0,-298.117696,0,0,177.77,316.35,0,0,0,0,0,0,0,0,0,0,0,0
335,74.55850886,11.10268518,3.38350727,0.085131304,0.134970525,0.3394395,1.502996092,0,0,0,0.018190118,-44.05215563,0,495.5881089,73.79920599,22.49006847,0,0,0,0,0,0,0,-288.2519846,0,0,206.86,316.35,0,0,0,0,0,0,0,0,0,0,0,0
336,74.52501777,11.09555908,3.379865292,0.085093199,0.134908858,0.339399148,1.501833611,0,0,0,0.018176128,-44.02790975,0,495.4199758,73.75995036,22.46833119,0,0,0,0,0,0,0,-288.1262596,0,0,206.84,316.35,0,0,0,0,0,0,0,0,0,0,0,0
337,76.39362474,11.52427159,3.728731241,0.08807454,0.140062627,0.33973559,1.584031856,0,0,0,0.019703533,-45.55462932,0,509.2295082,76.81922637,24.85521511,0,0,0,0,0,0,0,-298.818953,0,0,182.36,316.45,0,0,0,0,0,0,0,0,0,0,0,0
338,76.30110467,11.49264354,3.675049935,0.089048963,0.142177841,0.345414477,1.57454136,0,0,0,0.019419082,-45.49456205,0,507.8125353,76.48786317,24.45883887,0,0,0,0,0,0,0,-297.9746831,0,0,178.56,316.4,0,0,0,0,0,0,0,0,0,0,0,0
339,83.01836855,12.97937877,4.744954281,0.10376546,0.169023968,0.369195271,1.835582634,0,0,0,0.023774262,-51.12571425,0,553.5790644,86.5484649,31.64007433,0,0,0,0,0,0,0,-335.1884342,0,0,123.28,316.3,0,0,0,0,0,0,0,0,0,0,0,0
340,83.01346704,12.97917817,4.749328864,0.103846986,0.169161888,0.369289732,1.835965333,0,0,0,0.023797427,-51.1298132,0,553.7182952,86.57400617,31.67908022,0,0,0,0,0,0,0,-335.3182005,0,0,126.06,316.25,0,0,0,0,0,0,0,0,0,0,0,0
341,76.35870377,11.50560199,3.683628186,0.088986452,0.142078733,0.345015369,1.576889752,0,0,0,0.019456388,-45.53483888,0,508.1494329,76.56710808,24.51368975,0,0,0,0,0,0,0,-298.2082625,0,0,179.35,316.2,0,0,0,0,0,0,0,0,0,0,0,0
342,74.53156439,11.09454729,3.374530319,0.085968103,0.136460467,0.342462362,1.50209977,0,0,0,0.018144617,-44.05479735,0,495.4776073,73.75532486,22.43350481,0,0,0,0,0,0,0,-288.3096424,0,0,211.27,316.3,0,0,0,0,0,0,0,0,0,0,0,0
343,76.35985107,11.50051811,3.671052204,0.091093748,0.145838358,0.352410857,1.577133676,0,0,0,0.019382229,-45.59178073,0,508.2679521,76.54997624,24.43533035,0,0,0,0,0,0,0,-298.6447379,0,0,181.44,316.45,0,0,0,0,0,0,0,0,0,0,0,0
344,74.39383277,11.06967174,3.367007621,0.084522305,0.133643549,0.337235208,1.499780711,0,0,0,0.018147222,-43.90798279,0,494.6752752,73.60681269,22.38862227,0,0,0,0,0,0,0,-287.4130134,0,0,207.88,316.5,0,0,0,0,0,0,0,0,0,0,0,0
345,76.25976952,11.48964868,3.688165661,0.08838381,0.140692775,0.342080281,1.577273915,0,0,0,0.019513435,-45.44742856,0,507.9323788,76.52743538,24.56522973,0,0,0,0,0,0,0,-297.887777,0,0,179.65,316.75,0,0,0,0,0,0,0,0,0,0,0,0
346,83.58004105,13.07334742,4.701880841,0.107409206,0.175563465,0.384076884,1.838822962,0,0,0,0.023391965,-51.56019401,0,553.885825,86.63721302,31.15941457,0,0,0,0,0,0,0,-335.9755494,0,0,130.81,316.7,0,0,0,0,0,0,0,0,0,0,0,0
347,83.93051789,13.21899788,5.122008503,0.112510687,0.181603115,0.381362558,1.894382366,0,0,0,0.025527007,-52.30365362,0,567.4586584,89.37434193,34.63016965,0,0,0,0,0,0,0,-347.5917189,0,0,50.72,316.8,0,0,0,0,0,0,0,0,0,0,0,0
348,75.12481641,11.29178928,3.691413824,0.079515386,0.12284397,0.306880227,1.558625643,0,0,0,0.019824221,-44.41303399,0,503.7613028,75.71887361,24.75335749,0,0,0,0,0,0,0,-293.0661916,0,0,155.43,316.85,0,0,0,0,0,0,0,0,0,0,0,0
349,74.50624787,11.09342873,3.383220955,0.084767966,0.134246696,0.33801982,1.502089718,0,0,0,0.018200879,-44.00615336,0,495.3949591,73.76064198,22.49516859,0,0,0,0,0,0,0,-288.0402368,0,0,208.49,316.75,0,0,0,0,0,0,0,0,0,0,0,0
350,76.32202218,11.49764796,3.679060315,0.089007614,0.142050895,0.34507507,1.57553014,0,0,0,0.019437963,-45.50789389,0,507.9415448,76.51963224,24.48503756,0,0,0,0,0,0,0,-298.0545915,0,0,177.99,316.75,0,0,0,0,0,0,0,0,0,0,0,0
351,76.71828931,11.58604609,3.746476365,0.09010705,0.144114737,0.347193315,1.59165341,0,0,0,0.019718778,-45.84799081,0,510.8174755,77.1439883,24.9453633,0,0,0,0,0,0,0,-300.4025094,0,0,173.7,317.05,0,0,0,0,0,0,0,0,0,0,0,0
352,77.28832042,11.6883917,3.73808274,0.092792519,0.148798998,0.357233942,1.600803212,0,0,0,0.019555123,-46.27494123,0,512.0526168,77.43824067,24.76564426,0,0,0,0,0,0,0,-301.6984518,0,0,181.74,317.25,0,0,0,0,0,0,0,0,0,0,0,0
353,83.44674389,13.05062833,4.713427408,0.106894134,0.174706311,0.38180137,1.837934769,0,0,0,0.023483659,-51.47268117,0,553.9387294,86.63308041,31.28881808,0,0,0,0,0,0,0,-335.9678587,0,0,130,317.3,0,0,0,0,0,0,0,0,0,0,0,0
354,83.62868025,13.07563504,4.686503598,0.109497166,0.17980331,0.392626682,1.836265593,0,0,0,0.023269191,-51.66348456,0,554.0532007,86.6281451,31.04882573,0,0,0,0,0,0,0,-336.5642812,0,0,133.1,317.3,0,0,0,0,0,0,0,0,0,0,0,0
355,76.05392791,11.45421226,3.711365144,0.089744485,0.142614642,0.344586373,1.57554419,0,0,0,0.01965634,-45.3801685,0,508.4076533,76.56947297,24.80984869,0,0,0,0,0,0,0,-298.524904,0,0,171.9,317.25,0,0,0,0,0,0,0,0,0,0,0,0
356,77.22516962,11.68050042,3.760053466,0.093654499,0.150632554,0.359637027,1.605016845,0,0,0,0.019686917,-46.28762356,0,512.8930652,77.57636135,24.9724974,0,0,0,0,0,0,0,-302.5084041,0,0,182.31,317.45,0,0,0,0,0,0,0,0,0,0,0,0
357,76.31668433,11.49039082,3.660367854,0.090901893,0.145436658,0.351963827,1.575247707,0,0,0,0.019336706,-45.54745503,0,507.8348162,76.46061355,24.35721956,0,0,0,0,0,0,0,-298.2711057,0,0,182.81,317.4,0,0,0,0,0,0,0,0,0,0,0,0
358,82.62407621,12.89444951,4.704050745,0.105035808,0.171367596,0.374180486,1.826290549,0,0,0,0.023637426,-50.88034933,0,552.081237,86.15870776,31.43173604,0,0,0,0,0,0,0,-334.2642189,0,0,122.22,317.5,0,0,0,0,0,0,0,0,0,0,0,0
359,77.11099239,11.64710389,3.702674388,0.092554126,0.148406659,0.357452325,1.59277152,0,0,0,0.019399132,-46.12864709,0,510.6898659,77.13631664,24.52203283,0,0,0,0,0,0,0,-300.6449746,0,0,184.83,317.3,0,0,0,0,0,0,0,0,0,0,0,0
360,83.8100532,13.11670824,4.745735201,0.113042163,0.186083596,0.402689745,1.844505569,0,0,0,0.023499265,-51.96049798,0,556.8074799,87.14326002,31.52916335,0,0,0,0,0,0,0,-339.436073,0,0,119.78,317.2,0,0,0,0,0,0,0,0,0,0,0,0
361,83.49244295,13.06051324,4.718244512,0.106930671,0.174644391,0.381613427,1.839436842,0,0,0,0.02350133,-51.50363784,0,554.128245,86.68089018,31.31436162,0,0,0,0,0,0,0,-336.0996249,0,0,126.09,317.25,0,0,0,0,0,0,0,0,0,0,0,0
362,79.48559378,12.05431682,3.664901244,0.110697995,0.184758785,0.431234281,1.613965778,0,0,0,0.018558168,-48.1595184,0,514.9309591,78.09139526,23.74230377,0,0,0,0,0,0,0,-307.1105648,0,0,189.82,317.35,0,0,0,0,0,0,0,0,0,0,0,0
363,83.13131006,12.83193679,4.113690808,0.122897268,0.208151683,0.465704815,1.732717108,0,0,0,0.020116259,-51.25350643,0,535.8971062,82.71970919,26.51846817,0,0,0,0,0,0,0,-325.1229588,0,0,141.99,317.25,0,0,0,0,0,0,0,0,0,0,0,0
364,79.80221637,12.12990287,3.721186696,0.109730485,0.182589109,0.425850371,1.627807825,0,0,0,0.01881056,-48.34907233,0,516.5700703,78.51843047,24.08772288,0,0,0,0,0,0,0,-308.0550503,0,0,187.5,317.05,0,0,0,0,0,0,0,0,0,0,0,0
365,77.46086233,11.5671518,3.300126979,0.10325836,0.171277702,0.414808313,1.516225803,0,0,0,0.017059477,-46.6429986,0,501.6479105,74.91057232,21.37210655,0,0,0,0,0,0,0,-297.4868813,0,0,211.22,316.9,0,0,0,0,0,0,0,0,0,0,0,0
366,79.76735351,12.04566293,3.572305375,0.110095096,0.184160996,0.433164117,1.585373491,0,0,0,0.018009952,-48.65254817,0,515.0760105,77.78159527,23.06719127,0,0,0,0,0,0,0,-309.3405019,0,0,189.75,317,0,0,0,0,0,0,0,0,0,0,0,0
367,87.5368985,13.69367627,4.54290888,0.132715942,0.226924183,0.493214506,1.825828839,0,0,0,0.02133911,-55.41219475,0,560.3883137,87.66333151,29.08251367,0,0,0,0,0,0,0,-349.0851986,0,0,135.62,317,0,0,0,0,0,0,0,0,0,0,0,0
368,87.50823874,13.67851088,4.49067542,0.132636223,0.227056118,0.49505316,1.820269215,0,0,0,0.021092747,-55.34337682,0,559.0108806,87.37961728,28.68685803,0,0,0,0,0,0,0,-347.9204313,0,0,142.68,317.05,0,0,0,0,0,0,0,0,0,0,0,0
369,80.20685775,12.13201996,3.612638879,0.111020995,0.186362656,0.436527901,1.595617379,0,0,0,0.018129162,-49.04465656,0,517.3861552,78.25938253,23.30385944,0,0,0,0,0,0,0,-311.5132842,0,0,182.04,317.15,0,0,0,0,0,0,0,0,0,0,0,0
370,85.79248487,13.32978881,4.371963946,0.128478055,0.219235899,0.481689879,1.776438905,0,0,0,0.020821745,-53.95742234,0,551.5698945,85.6987674,28.10786628,0,0,0,0,0,0,0,-341.404754,0,0,131.44,317.15,0,0,0,0,0,0,0,0,0,0,0,0
371,79.62914941,12.00941269,3.541332525,0.109277154,0.183052108,0.431850217,1.576954612,0,0,0,0.017876649,-48.55202866,0,514.0042524,77.5204713,22.85921663,0,0,0,0,0,0,0,-308.6086898,0,0,188.61,317.35,0,0,0,0,0,0,0,0,0,0,0,0
372,80.78157487,12.08310243,3.267902233,0.113194286,0.192699212,0.459634506,1.521947657,0,0,0,0.016262663,-49.88431806,0,512.6538585,76.68145977,20.73867329,0,0,0,0,0,0,0,-311.9445663,0,0,183.89,317.5,0,0,0,0,0,0,0,0,0,0,0,0
373,79.41741708,11.85869475,3.204464284,0.114924395,0.196210534,0.463841032,1.521349192,0,0,0,0.016202785,-48.49362975,0,505.6416803,75.50296343,20.40246037,0,0,0,0,0,0,0,-304.1618679,0,0,193.31,317.6,0,0,0,0,0,0,0,0,0,0,0,0
374,85.65788695,13.19292611,3.970632869,0.143699229,0.251842476,0.549439418,1.729285283,0,0,0,0.01877605,-53.98861317,0,542.0304179,83.48288182,25.12557652,0,0,0,0,0,0,0,-336.3289998,0,0,106.01,317.65,0,0,0,0,0,0,0,0,0,0,0,0
375,83.38766455,12.85775446,3.908938885,0.142935979,0.250257723,0.542531198,1.748376465,0,0,0,0.019005523,-51.27821214,0,529.2498815,81.60637503,24.80949014,0,0,0,0,0,0,0,-320.2151138,0,0,130.35,317.6,0,0,0,0,0,0,0,0,0,0,0,0
376,77.68693222,11.60584066,3.167155412,0.117416034,0.200708095,0.468876503,1.535281728,0,0,0,0.016343226,-46.57583708,0,496.7895663,74.21660737,20.25321014,0,0,0,0,0,0,0,-293.2760443,0,0,192.07,317.55,0,0,0,0,0,0,0,0,0,0,0,0
377,77.30479142,11.53930105,3.144641004,0.117451339,0.200796229,0.468756244,1.532319147,0,0,0,0.016300701,-46.20433286,0,494.8152464,73.86116679,20.1283295,0,0,0,0,0,0,0,-291.1988153,0,0,195.7,317.5,0,0,0,0,0,0,0,0,0,0,0,0
378,77.70073914,11.61464788,3.197027333,0.116568415,0.199008791,0.464631028,1.538785002,0,0,0,0.01649807,-46.59900752,0,497.5676662,74.37603947,20.47261643,0,0,0,0,0,0,0,-293.8215799,0,0,195.9,317.4,0,0,0,0,0,0,0,0,0,0,0,0
379,77.57231888,11.58569505,3.164037437,0.11678775,0.199453044,0.466470625,1.533772782,0,0,0,0.016351622,-46.46823444,0,496.3336892,74.1291591,20.24457173,0,0,0,0,0,0,0,-292.7596302,0,0,194.79,317.35,0,0,0,0,0,0,0,0,0,0,0,0
380,81.08567431,12.28171791,3.496138568,0.12635611,0.218235129,0.496054308,1.617576187,0,0,0,0.017363005,-49.61277375,0,515.1213743,78.02334339,22.21028214,0,0,0,0,0,0,0,-310.3218868,0,0,160.36,317.4,0,0,0,0,0,0,0,0,0,0,0,0
381,89.43523022,13.86638589,4.1612746,0.139977819,0.244483975,0.540363404,1.753083332,0,0,0,0.018979403,-57.52802239,0,558.5344823,86.59735816,25.98769354,0,0,0,0,0,0,0,-353.8580611,0,0,126.82,317.4,0,0,0,0,0,0,0,0,0,0,0,0
382,89.46230123,13.8888114,4.196376867,0.139662882,0.243279008,0.53717845,1.762570769,0,0,0,0.019157498,-57.47844424,0,559.0233868,86.7870632,26.22191444,0,0,0,0,0,0,0,-353.7308803,0,0,135.43,317.25,0,0,0,0,0,0,0,0,0,0,0,0
383,80.36913263,12.0351777,3.319957536,0.114609953,0.194241644,0.460794435,1.528672882,0,0,0,0.016559514,-49.48987444,0,511.8743473,76.65254718,21.14494759,0,0,0,0,0,0,0,-310.553645,0,0,166.84,317.2,0,0,0,0,0,0,0,0,0,0,0,0
384,79.84540252,12.14029761,3.801053636,0.095862768,0.156408908,0.37420598,1.622320024,0,0,0,0.019317745,-48.26621728,0,516.7053074,78.56377465,24.5978419,0,0,0,0,0,0,0,-307.4642564,0,0,201.68,317.2,0,0,0,0,0,0,0,0,0,0,0,0
