time,Maize,Wholecrop,Chicken Litter,Lactose,Apple Pomace,Rice bran,Crimped Wheat,Grass,Corn Gluten/Rapemeal,Potatoes,FYM,Fodder Beet,q_ad,T
1,0.305324269,0.154304484,0.117103353,0.231456726,0.030555343,0.082117485,0,0,0,0.079138339,0,0,130.91,316.2
2,0.245976727,0.105595444,0.098167863,0.185070562,0.076504085,0.100272345,0,0,0,0.188412974,0,0,161.56,316.15
3,0.328019026,0.156962917,0.130362019,0,0.099973575,0.100590152,0,0,0,0.18409231,0,0,113.53,316
4,0.360465116,0.155315615,0.144518272,0,0.093576966,0.106035437,0,0,0,0.140088594,0,0,108.36,316
5,0.26112016,0.11345696,0.100238065,0.166771081,0.076870066,0.094537025,0,0,0,0.187006641,0,0,159.62,315.8
6,0.201134931,0.091998166,0.086323513,0.332798349,0.068840995,0.07623524,0,0,0,0.142668807,0,0,174.46,315.55
7,0.249404131,0.119438559,0.099708686,0.173596398,0.082494703,0.074020127,0,0,0,0.201337394,0,0,151.04,315.65
8,0.246629076,0.110137289,0.098430988,0.185216965,0.076979652,0.097389066,0,0,0,0.185216965,0,0,163.16,315.45
9,0.283464044,0.116775223,0.105410076,0.175461917,0.082413931,0.101887545,0,0,0,0.134587266,0,0,150.46,315.3
10,0.381248578,0.137298035,0.110217705,0,0.086702571,0.090798756,0,0,0,0.193734355,0,0,131.83,315.45
11,0.391207473,0.222384095,0.127945839,0,0.140629017,0.117833576,0,0,0,0,0,0,116.69,315.55
12,0.324566455,0.158507711,0.097203558,0.188007935,0.134510783,0.097203558,0,0,0,0,0,0,156.27,315.9
13,0.32037063,0.128667696,0.110065983,0.205250597,0.088796855,0.106486031,0,0.040362207,0,0,0,0,142.46,315.65
14,0.282601128,0.132005848,0.107289563,0.208313027,0.089396366,0.108960524,0,0.035159786,0,0.036273759,0,0,143.63,315.7
15,0.263116731,0.117447696,0.101414326,0.169458385,0.078341915,0.097568924,0,0.136609529,0,0.036042495,0,0,153.43,315.7
16,0.241258952,0.11572486,0.125473912,0.177890113,0.09761088,0.089125594,0,0.121682614,0,0.031233075,0,0,166.17,315.6
17,0.247345106,0.09672917,0.11754354,0.182292615,0.099763335,0.097214637,0,0.128952,0,0.030159597,0,0,164.79,315.5
18,0.295002211,0.140350877,0.156936459,0,0.118089341,0.116320212,0,0.148901666,0,0.024399233,0,0,135.66,315.4
19,0.27823611,0.121997518,0.161641235,0,0.132510769,0.108636928,0,0.19697744,0,0,0,0,136.97,315.7
20,0.296219728,0.142277023,0.158520378,0,0.121086828,0.124113999,0,0.157782044,0,0,0,0,135.44,314
21,0.232724086,0.118615423,0.127628943,0.184276415,0.10409364,0.097583876,0,0.135077616,0,0,0,0,159.76,314.7
22,0.250809575,0.125214299,0.115626389,0.190869262,0.105022541,0.081401994,0,0.13105594,0,0,0,0,157.49,314.65
23,0.227389774,0.091229177,0.121656419,0.315518419,0.074149982,0.038257397,0,0.104839981,0,0.026958852,0,0,190.29,315.15
24,0.253409233,0.121105968,0.186225447,0.16064056,0.109220568,0.007506568,0,0.129238083,0,0.032653572,0,0,159.86,315.15
25,0.324262694,0.144344786,0.228716935,0,0.124961995,0,0,0.141760413,0,0.035953177,0,0,131.56,315.1
26,0.209828711,0.103690865,0.15752447,0.306484502,0.085950245,0,0,0.109043638,0,0.027477569,0,0,196.16,315.25
27,0.185301916,0.118114963,0.172845065,0.300665366,0.094351894,0,0,0.100405223,0,0.028315574,0,0,199.89,315.15
28,0.272275117,0.138198096,0.212945858,0.207474776,0.122353276,0,0,0.021244849,0,0.025508029,0,0,140.74,315
29,0.227557527,0.120598836,0.167064042,0.336013307,0.136955919,0,0,0,0,0.011810369,0,0,180.35,315.5
30,0.238343813,0.127298612,0.1799739,0.311662119,0.142721557,0,0,0,0,0,0,0,168.58,315.25
31,0.347476287,0.181233062,0.258384146,0,0.212906504,0,0,0,0,0,0,0,118.08,315.2
32,0.340596428,0.192685636,0.253353841,0,0.213364095,0,0,0,0,0,0,0,117.03,315.25
33,0.194770246,0.107387662,0.152576796,0.415333841,0.129931455,0,0,0,0,0,0,0,196.95,315.3
34,0.272824133,0.143903576,0.208497037,0.20257042,0.172204835,0,0,0,0,0,0,0,150.17,315.2
35,0.194851392,0.113456588,0.139761292,0.402901942,0.149028785,0,0,0,0,0,0,0,213.65,315.35
36,0.188828679,0.110045852,0.14413413,0.398314112,0.158677227,0,0,0,0,0,0,0,215.91,315.35
37,0.2008756,0.107354106,0.141726049,0.397838946,0.1522053,0,0,0,0,0,0,0,214.71,315.3
38,0.319430072,0.184112075,0.239751652,0,0.256706201,0,0,0,0,0,0,0,125.63,315.35
39,0.320006371,0.183657216,0.242433896,0,0.253902517,0,0,0,0,0,0,0,125.56,315.25
40,0.180427579,0.114248105,0.161045799,0.400072625,0.144205892,0,0,0,0,0,0,0,220.31,315.3
41,0.216240538,0.112752104,0.184955799,0.314753057,0.171298502,0,0,0,0,0,0,0,188.91,315.35
42,0.189417939,0.104638517,0.141188709,0.412785474,0.15196936,0,0,0,0,0,0,0,211.49,315.3
43,0.185054386,0.15397655,0.12070914,0.412063851,0.128196073,0,0,0,0,0,0,0,141.58,315.35
44,0.195321978,0.108264182,0.116416752,0.415392828,0.152763624,0,0,0,0,0.011840637,0,0,206.07,315.25
45,0.340107544,0.173098213,0.238810691,0,0.205677685,0,0,0,0,0.042305867,0,0,126.46,315.2
46,0.324577414,0.174430601,0.242203,0,0.219030236,0,0,0,0,0.039758749,0,0,126.01,315.2
47,0.182518694,0.099124567,0.138975014,0.410359292,0.145951122,0,0,0,0,0.023071311,0,0,219.32,314.95
48,0.271972689,0.144320236,0.11941897,0.199745632,0.217417498,0.013454716,0,0,0,0.033670259,0,0,149.39,315.05
49,0.2087712,0.11263136,0.157996046,0.312974716,0.168504838,0.011705338,0,0,0,0.027416502,0,0,192.22,314.9
50,0.197431151,0.120421785,0.145212855,0.317684671,0.180212014,0.012507712,0,0,0,0.026529811,0,0,178.29,314.8
51,0.182744016,0.105172988,0.145100652,0.391852663,0.141341075,0.010184172,0,0,0,0.023604435,0,0,210.13,314.95
52,0.300116805,0.159658344,0.221346182,0,0.234924807,0.037231713,0,0,0,0.046722149,0,0,136.98,314.85
53,0.300273117,0.172688256,0.240967616,0,0.215996879,0.036285603,0,0,0,0.033788529,0,0,128.15,314.9
54,0.208948145,0.116726391,0.159517285,0.314713322,0.170267707,0.01248946,0,0,0,0.01733769,0,0,189.76,314.8
55,0.312938973,0.17535508,0.240206025,0,0.252614328,0.018885594,0,0,0,0,0,0,128.14,315.3
56,0.184723481,0.101903898,0.138576609,0.408250227,0.147144152,0.019401632,0,0,0,0,0,0,220.6,315.2
57,0.19506446,0.103713681,0.146526842,0.380026939,0.154223591,0.020444487,0,0,0,0,0,0,207.88,314.8
58,0.212033173,0.11536633,0.160847288,0.319687285,0.170725265,0.021340658,0,0,0,0,0,0,189.31,314.7
59,0.257690871,0.136442895,0.191431062,0.184331797,0.20338772,0.026715656,0,0,0,0,0,0,160.58,314.8
60,0.306341538,0.167778545,0.238708688,0,0.252204586,0.034966644,0,0,0,0,0,0,130.41,314.8
61,0.305313788,0.162696595,0.245075584,0,0.251412429,0.035501603,0,0,0,0,0,0,130.98,314.95
62,0.169081667,0.109838947,0.143047176,0.403059528,0.150981044,0.023991639,0,0,0,0,0,0,210.49,314.3
63,0.177233795,0.072373423,0.151690234,0.418731945,0.158430896,0.021539709,0,0,0,0,0,0,197.31,314.3
64,0.102791689,0.109783309,0.114097288,0.448653741,0.224673972,0,0,0,0,0,0,0,201.67,314.2
65,0.131886052,0.112266218,0.143606992,0.429394078,0.170819956,0.012026703,0,0,0,0,0,0,196.23,314.35
66,0.285671055,0.185882887,0.222272658,0,0.289302466,0.016870934,0,0,0,0,0,0,132.18,314.3
67,0.154309252,0.23376109,0.181558935,0,0.409854246,0.020516477,0,0,0,0,0,0,126.24,314.4
68,0.068417449,0.106709703,0.125635759,0.440140845,0.245500782,0.013595462,0,0,0,0,0,0,204.48,314.4
69,0.113105362,0.121967595,0.134634321,0.403007788,0.215916212,0.011368723,0,0,0,0,0,0,223.42,314.4
70,0.086562628,0.13636098,0.05891636,0.52825998,0.176339938,0.013560115,0,0,0,0,0,0,171.09,314.5
71,0.058003515,0.164494818,0.049639372,0.538093218,0.175889448,0.013879629,0,0,0,0,0,0,164.99,314.4
72,0.116005334,0.125982804,0.140742103,0.382822199,0.22345855,0.010989011,0,0,0,0,0,0,217.49,314.45
73,0.187192118,0.199617675,0.23035071,0,0.36453202,0.018307477,0,0,0,0,0,0,136.01,314.5
74,0.191197421,0.203868936,0.226962585,0,0.360200945,0.017770113,0,0,0,0,0,0,133.37,314.5
75,0.114355451,0.122807811,0.137045742,0.398662086,0.217817754,0.009311155,0,0,0,0,0,0,221.24,314.45
76,0.137446133,0.124200499,0.136584259,0.374597414,0.215921978,0.011249716,0,0,0,0,0,0,220.45,314.5
77,0.135394737,0.116052632,0.13245614,0.394561404,0.211754386,0.009780702,0,0,0,0,0,0,228,314.6
78,0.138020833,0.106542398,0.137838085,0.402503655,0.203855994,0.011239035,0,0,0,0,0,0,218.88,314.35
79,0.134781825,0.123287054,0.136449693,0.406599351,0.188243779,0.010638298,0,0,0,0,0,0,221.84,314.5
80,0.216224018,0.199408199,0.218172633,0,0.350894919,0.015300231,0,0,0,0,0,0,138.56,314.4
81,0.221635693,0.19712199,0.217586232,0,0.348325982,0.015330103,0,0,0,0,0,0,138.29,314.3
82,0.131924038,0.118503574,0.134380071,0.390947765,0.213937985,0.010306566,0,0,0,0,0,0,228.01,314.2
83,0.134131683,0.121043494,0.13382006,0.386769354,0.214085385,0.010150024,0,0,0,0,0,0,224.63,314.25
84,0.135903549,0.112735616,0.134508975,0.3970489,0.20941113,0.01039183,0,0,0,0,0,0,222.29,314.1
85,0.137694564,0.128129935,0.135483871,0.403699526,0.181637717,0.013354388,0,0,0,0,0,0,221.65,314.05
86,0.132757092,0.120656028,0.134530142,0.399911348,0.200797872,0.011347518,0,0,0,0,0,0,225.6,313.95
87,0.191296464,0.204140224,0.179132668,0,0.386672711,0.038757933,0,0,0,0,0,0,132.36,314.1
88,0.21958803,0.230664594,0.122230859,0,0.376797513,0.050719005,0,0,0,0,0,0,102.92,314.1
89,0.134065055,0.120067544,0.133442943,0.387842161,0.214717384,0.009864913,0,0,0,0,0,0,225.04,313.95
90,0.131895348,0.12239384,0.138019543,0.384473364,0.213626334,0.00959157,0,0,0,0,0,0,222.07,313.95
91,0.150012312,0.12986949,0.114060576,0.420980054,0.174735287,0.01034228,0,0,0,0,0,0,203.05,314.05
92,0.166434601,0.116134366,0.132625533,0.372900531,0.201897137,0.010007832,0,0,0,0,0,0,229.82,314.5
93,0.134295617,0.117755451,0.133242662,0.401614531,0.204010003,0.009081736,0,0,0,0,0,0,227.93,314.45
94,0.224154661,0.192655072,0.225274315,0,0.320295589,0.037620363,0,0,0,0,0,0,133.97,314.6
95,0.238874037,0.201446768,0.204827803,0,0.309325366,0.045526026,0,0,0,0,0,0,127.18,314.6
96,0.129929577,0.119818913,0.108450704,0.463279678,0.168008048,0.010513078,0,0,0,0,0,0,198.8,314.7
97,0.157629521,0.143457036,0.158521862,0.273791402,0.254474831,0.012125348,0,0,0,0,0,0,190.51,314.8
98,0.150014957,0.133113969,0.149915246,0.299232227,0.231528567,0.011267325,0,0,0,0.02492771,0,0,200.58,314.9
99,0.139424167,0.114713217,0.137927908,0.389027431,0.189208796,0.009703015,0,0,0,0.019995466,0,0,220.55,314.85
100,0.123809946,0.115573662,0.133197538,0.392861887,0.203604481,0.009387592,0,0,0,0.021564894,0,0,225.83,314.85
101,0.257960759,0.17561917,0.207462206,0,0.324798971,0.014023802,0,0,0,0.020135092,0,0,155.45,314.9
102,0.274014017,0.17795795,0.202143741,0,0.335783977,0,0,0,0,0.010100316,0,0,145.54,314.85
103,0.21474395,0.148002251,0.154473832,0.332132808,0.150647158,0,0,0,0,0,0,0,177.7,314.95
104,0.164520113,0.11644319,0.131571983,0.406933663,0.180531052,0,0,0,0,0,0,0,226.72,315.1
105,0.202884137,0.128294381,0.149428145,0.278965689,0.240427648,0,0,0,0,0,0,0,201.1,315.15
106,0.19284569,0.144302538,0.117874717,0.432907613,0.112069442,0,0,0,0,0,0,0,180.87,315.05
107,0.177378928,0.119953451,0.134141975,0.398889983,0.169635664,0,0,0,0,0,0,0,223.42,315.05
108,0.274914089,0.186941581,0.206597938,0,0.331546392,0,0,0,0,0,0,0,145.5,315.3
109,0.288681279,0.194035214,0.212504492,0,0.304779015,0,0,0,0,0,0,0,139.15,315.45
110,0.202049263,0.133252574,0.151625278,0.297395518,0.215677367,0,0,0,0,0,0,0,198.12,315.4
111,0.194680325,0.118165072,0.135283282,0.3481152,0.203756122,0,0,0,0,0,0,0,222.57,315.3
112,0.215514931,0.138851659,0.138208331,0.300219804,0.207205275,0,0,0,0,0,0,0,186.53,314.5
113,0.170909701,0.10904668,0.12611668,0.377637042,0.175900684,0,0,0.040389213,0,0,0,0,238.43,314.3
114,0.31525556,0.093640265,0.093675735,0.319405526,0.15943674,0,0,0.018586174,0,0,0,0,281.93,314.2
115,0,0.160440758,0.176061028,0.362172307,0.301325907,0,0,0,0,0,0,0,165.17,314.05
116,0.251062861,0.204980261,0.204296994,0,0.339659885,0,0,0,0,0,0,0,131.72,314
117,0.274952147,0.185944763,0.207820618,0,0.331282472,0,0,0,0,0,0,0,146.28,314.25
118,0.212253268,0.134837221,0.15221738,0.305357601,0.19533453,0,0,0,0,0,0,0,195.05,312.3
119,0.202315048,0.138399597,0.131051837,0.303069955,0.225163563,0,0,0,0,0,0,0,198.7,313.6
120,0.212126954,0.126006632,0.139033633,0.284699195,0.238133586,0,0,0,0,0,0,0,211.1,314
121,0.200347005,0.131572606,0.147380597,0.28801388,0.232685913,0,0,0,0,0,0,0,207.49,314
122,0.195243284,0.123655659,0.150708296,0.285118681,0.24527408,0,0,0,0,0,0,0,211.07,314.1
123,0.266944665,0.18943606,0.207175007,0,0.336444268,0,0,0,0,0,0,0,151.08,313.65
124,0.199102777,0.134684208,0.140178436,0.285498261,0.240536317,0,0,0,0,0,0,0,198.39,313.8
125,0.264882989,0.171821541,0.12132202,0.20322978,0.23874367,0,0,0,0,0,0,0,146.14,314.35
126,0.24145742,0.140344113,0.121210661,0.288785002,0.173791508,0.010072775,0,0,0,0,0.024338522,0,207.49,314.65
127,0.253057527,0.138557552,0.126377774,0.303185867,0.147163924,0,0,0,0,0,0.031657356,0,198.69,314.85
128,0.241367686,0.140380448,0.120539369,0.292896701,0.17452444,0,0,0,0,0,0.030291356,0,207.65,315.05
129,0.293133018,0.199766756,0.172875077,0,0.247719009,0.046168622,0,0,0,0,0.040337518,0,145.77,315
130,0.34313041,0.208251885,0.16964535,0,0.193521363,0.042516057,0,0,0,0,0.042934934,0,143.24,315.35
131,0.250295101,0.139287822,0.125221326,0.298347433,0.153403502,0,0,0,0,0,0.033444816,0,203.32,315.35
132,0.26633428,0.167140124,0.146385298,0.170212766,0.205982956,0,0,0,0,0,0.043944576,0,172.49,315.6
133,0.221932461,0.119165488,0.11094413,0.397984441,0.122966761,0,0,0,0,0,0.027006719,0,226.24,315.65
134,0.245091891,0.135304616,0.145048478,0.288842796,0.151849887,0,0,0,0,0,0.033862332,0,207.31,315.85
135,0.262338071,0.136518592,0.123669167,0.319190224,0.120522368,0,0,0,0,0,0.037761578,0,190.67,315.85
136,0.341878617,0.189543803,0.188198089,0,0.237451218,0,0,0,0,0,0.042928273,0,148.62,315.7
137,0.293360572,0.179707184,0.194552264,0,0.239223698,0.043037113,0,0,0,0,0.050119169,0,146.85,315.15
138,0.244340359,0.133099141,0.147150664,0.295277127,0.137880562,0,0,0,0,0,0.042252147,0,204.96,314.8
139,0.217665752,0.120891559,0.117670106,0.385355448,0.131644247,0,0,0,0,0,0.026772888,0,229.71,315.2
140,0.259541589,0.131093134,0.155517527,0.312590749,0.107342875,0,0,0,0,0,0.033914126,0,192.84,315.2
141,0.386528185,0.109937942,0.129632822,0.256162731,0.089984485,0,0,0,0,0,0.027753836,0,232.04,315.3
142,0.129828483,0.168650697,0.121957145,0.283465332,0.127447646,0,0,0.137311112,0,0,0.031339585,0,205.81,315.2
143,0.308394041,0.24361751,0.164008663,0,0.236792019,0.047187767,0,0,0,0,0,0,152.37,315.25
144,0.318619054,0.231848728,0.173606536,0,0.23514297,0.040782712,0,0,0,0,0,0,151.78,315.55
145,0.24492392,0.178188757,0.122951221,0.289935907,0.164000196,0,0,0,0,0,0,0,204.39,315.4
146,0.240907782,0.176662508,0.121389502,0.287880242,0.173159965,0,0,0,0,0,0,0,208.42,315.8
147,0.265062569,0.172923612,0.121273615,0.289800454,0.15093975,0,0,0,0,0,0,0,206.97,315.6
148,0.199959244,0.187172041,0.128075806,0.306689082,0.178103826,0,0,0,0,0,0,0,196.29,315.7
149,0.235247617,0.167263427,0.116484538,0.280864915,0.147035573,0,0,0.053103929,0,0,0,0,215.05,315.8
